2016,현대오일뱅크 K리그 클래식 2016,1,1,2016.03.12,전북 현대 vs FC서울,전북 현대 ,FC서울,1,0,1:0,전주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,2,1,2016.03.12,성남FC vs 수원 삼성,성남FC ,수원 삼성,2,0,2:0,탄천 종합,종료
2016,현대오일뱅크 K리그 클래식 2016,3,1,2016.03.12,포항 스틸러스 vs 광주FC,포항 스틸러스 ,광주FC,3,3,3:3,포항 스틸야드,종료
2016,현대오일뱅크 K리그 클래식 2016,4,1,2016.03.13,전남 드래곤즈 vs 수원FC,전남 드래곤즈 ,수원FC,0,0,0:0,광양 전용,종료
2016,현대오일뱅크 K리그 클래식 2016,5,1,2016.03.13,제주 Utd vs 인천 Utd,제주 Utd ,인천 Utd,3,1,3:1,제주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,6,1,2016.03.13,상주 상무 vs 울산 현대,상주 상무 ,울산 현대,2,0,2:0,상주 시민,종료
2016,현대오일뱅크 K리그 클래식 2016,7,2,2016.03.19,수원FC vs 성남FC,수원FC ,성남FC,1,1,1:1,수원 종합,종료
2016,현대오일뱅크 K리그 클래식 2016,8,2,2016.03.19,광주FC vs 제주 Utd,광주FC ,제주 Utd,1,0,1:0,광주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,9,2,2016.03.20,인천 Utd vs 포항 스틸러스,인천 Utd ,포항 스틸러스,0,2,0:2,인천 전용,종료
2016,현대오일뱅크 K리그 클래식 2016,10,2,2016.03.20,울산 현대 vs 전북 현대,울산 현대 ,전북 현대,0,0,0:0,울산 문수,종료
2016,현대오일뱅크 K리그 클래식 2016,11,2,2016.03.20,FC서울 vs 상주 상무,FC서울 ,상주 상무,4,0,4:0,서울 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,12,2,2016.03.20,수원 삼성 vs 전남 드래곤즈,수원 삼성 ,전남 드래곤즈,2,2,2:2,수원 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,13,3,2016.04.02,수원 삼성 vs 상주 상무,수원 삼성 ,상주 상무,2,1,2:1,수원 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,14,3,2016.04.02,성남FC vs 포항 스틸러스,성남FC ,포항 스틸러스,1,0,1:0,탄천 종합,종료
2016,현대오일뱅크 K리그 클래식 2016,15,3,2016.04.02,전북 현대 vs 제주 Utd,전북 현대 ,제주 Utd,2,1,2:1,전주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,16,3,2016.04.02,FC서울 vs 인천 Utd,FC서울 ,인천 Utd,3,1,3:1,서울 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,17,3,2016.04.03,수원FC vs 광주FC,수원FC ,광주FC,2,1,2:1,수원 종합,종료
2016,현대오일뱅크 K리그 클래식 2016,18,3,2016.04.03,울산 현대 vs 전남 드래곤즈,울산 현대 ,전남 드래곤즈,2,1,2:1,울산 문수,종료
2016,현대오일뱅크 K리그 클래식 2016,19,4,2016.04.09,상주 상무 vs 수원FC,상주 상무 ,수원FC,1,1,1:1,상주 시민,종료
2016,현대오일뱅크 K리그 클래식 2016,20,4,2016.04.09,광주FC vs 울산 현대,광주FC ,울산 현대,0,2,0:2,광주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,21,4,2016.04.09,인천 Utd vs 성남FC,인천 Utd ,성남FC,2,3,2:3,인천 전용,종료
2016,현대오일뱅크 K리그 클래식 2016,22,4,2016.04.10,전남 드래곤즈 vs FC서울,전남 드래곤즈 ,FC서울,1,2,1:2,광양 전용,종료
2016,현대오일뱅크 K리그 클래식 2016,23,4,2016.04.10,포항 스틸러스 vs 전북 현대,포항 스틸러스 ,전북 현대,1,1,1:1,포항 스틸야드,종료
2016,현대오일뱅크 K리그 클래식 2016,24,4,2016.04.10,제주 Utd vs 수원 삼성,제주 Utd ,수원 삼성,2,2,2:2,제주 월드컵,종료
2016,현대오일뱅크 K리그 클래식 2016,25,5,2016.04.13,수원 삼성 vs 포항 스틸러스,수원 삼성 ,포항 스틸러스,1,1,1:1,수원 월드컵,종료
