2010,쏘나타 K리그 2010,1,1,2010.02.27,전북 현대 vs 수원 삼성,전북 현대 ,수원 삼성,3,1,3:1,전주 월드컵,종료
2010,쏘나타 K리그 2010,2,1,2010.02.27,인천 Utd vs 전남 드래곤즈,인천 Utd ,전남 드래곤즈,1,0,1:0,인천 월드컵,종료
2010,쏘나타 K리그 2010,3,1,2010.02.27,울산 현대 vs 경남FC,울산 현대 ,경남FC,1,0,1:0,울산 문수,종료
2010,쏘나타 K리그 2010,4,1,2010.02.27,부산 아이파크 vs 제주 Utd,부산 아이파크 ,제주 Utd,0,1,0:1,부산 아시아드,종료
2010,쏘나타 K리그 2010,5,1,2010.02.27,대구FC vs 광주 상무,대구FC ,광주 상무,1,2,1:2,대구 시민,종료
2010,쏘나타 K리그 2010,6,1,2010.02.27,대전 시티즌 vs FC서울,대전 시티즌 ,FC서울,2,5,2:5,대전 월드컵,종료
2010,쏘나타 K리그 2010,7,1,2010.02.27,성남FC vs 강원FC,성남FC ,강원FC,3,0,3:0,탄천 종합,종료
2010,쏘나타 K리그 2010,8,2,2010.03.06,제주 Utd vs 전북 현대,제주 Utd ,전북 현대,2,2,2:2,제주 월드컵,종료
2010,쏘나타 K리그 2010,9,2,2010.03.06,수원 삼성 vs 부산 아이파크,수원 삼성 ,부산 아이파크,4,3,4:3,수원 월드컵,종료
2010,쏘나타 K리그 2010,10,2,2010.03.06,포항 스틸러스 vs 대구FC,포항 스틸러스 ,대구FC,2,1,2:1,포항 스틸야드,종료
2010,쏘나타 K리그 2010,11,2,2010.03.07,대전 시티즌 vs 경남FC,대전 시티즌 ,경남FC,0,3,0:3,대전 월드컵,종료
2010,쏘나타 K리그 2010,12,2,2010.03.07,인천 Utd vs 광주 상무,인천 Utd ,광주 상무,2,0,2:0,인천 월드컵,종료
2010,쏘나타 K리그 2010,13,2,2010.03.07,강원FC vs FC서울,강원FC ,FC서울,0,3,0:3,강릉 종합,종료
2010,쏘나타 K리그 2010,14,2,2010.03.07,전남 드래곤즈 vs 울산 현대,전남 드래곤즈 ,울산 현대,3,3,3:3,광양 전용,종료
2010,쏘나타 K리그 2010,15,3,2010.03.13,울산 현대 vs 부산 아이파크,울산 현대 ,부산 아이파크,0,2,0:2,울산 문수,종료
2010,쏘나타 K리그 2010,16,3,2010.03.14,대구FC vs 전남 드래곤즈,대구FC ,전남 드래곤즈,0,3,0:3,대구 시민,종료
2010,쏘나타 K리그 2010,17,3,2010.03.14,경남FC vs 제주 Utd,경남FC ,제주 Utd,1,1,1:1,창원 축구센터,종료
2010,쏘나타 K리그 2010,18,3,2010.03.13,강원FC vs 대전 시티즌,강원FC ,대전 시티즌,2,2,2:2,춘천 송암,종료
2010,쏘나타 K리그 2010,19,3,2010.03.14,광주 상무 vs 포항 스틸러스,광주 상무 ,포항 스틸러스,1,1,1:1,광주 월드컵,종료
2010,쏘나타 K리그 2010,20,3,2010.03.14,FC서울 vs 전북 현대,FC서울 ,전북 현대,0,1,0:1,서울 월드컵,종료
2010,쏘나타 K리그 2010,21,3,2010.03.14,성남FC vs 인천 Utd,성남FC ,인천 Utd,6,0,6:0,탄천 종합,종료
2010,쏘나타 K리그 2010,22,4,2010.03.19,수원 삼성 vs 인천 Utd,수원 삼성 ,인천 Utd,2,1,2:1,수원 월드컵,종료
2010,쏘나타 K리그 2010,23,4,2010.03.19,전북 현대 vs 성남FC,전북 현대 ,성남FC,1,1,1:1,전주 월드컵,종료
2010,쏘나타 K리그 2010,24,4,2010.03.20,포항 스틸러스 vs 강원FC,포항 스틸러스 ,강원FC,4,0,4:0,포항 스틸야드,종료
2010,쏘나타 K리그 2010,25,4,2010.03.21,전남 드래곤즈 vs 경남FC,전남 드래곤즈 ,경남FC,1,1,1:1,광양 전용,종료
2010,쏘나타 K리그 2010,26,4,2010.03.21,대구FC vs 울산 현대,대구FC ,울산 현대,1,2,1:2,대구 시민,종료
2010,쏘나타 K리그 2010,27,4,2010.03.21,제주 Utd vs 대전 시티즌,제주 Utd ,대전 시티즌,2,0,2:0,제주 월드컵,종료
2010,쏘나타 K리그 2010,28,4,2010.03.21,부산 아이파크 vs 광주 상무,부산 아이파크 ,광주 상무,2,0,2:0,부산 아시아드,종료
2010,쏘나타 K리그 2010,29,5,2010.03.27,인천 Utd vs 울산 현대,인천 Utd ,울산 현대,1,2,1:2,인천 월드컵,종료
2010,쏘나타 K리그 2010,30,5,2010.03.27,FC서울 vs 포항 스틸러스,FC서울 ,포항 스틸러스,1,0,1:0,서울 월드컵,종료
2010,쏘나타 K리그 2010,31,5,2010.03.28,경남FC vs 수원 삼성,경남FC ,수원 삼성,2,1,2:1,창원 축구센터,종료
2010,쏘나타 K리그 2010,32,5,2010.03.28,광주 상무 vs 제주 Utd,광주 상무 ,제주 Utd,0,0,0:0,광주 월드컵,종료
2010,쏘나타 K리그 2010,33,5,2010.03.28,대전 시티즌 vs 대구FC,대전 시티즌 ,대구FC,1,2,1:2,대전 월드컵,종료
2010,쏘나타 K리그 2010,34,5,2010.03.28,강원FC vs 전남 드래곤즈,강원FC ,전남 드래곤즈,5,2,5:2,강릉 종합,종료
2010,쏘나타 K리그 2010,35,5,2010.03.27,성남FC vs 부산 아이파크,성남FC ,부산 아이파크,1,1,1:1,탄천 종합,종료
2010,쏘나타 K리그 2010,36,6,2010.04.03,울산 현대 vs 강원FC,울산 현대 ,강원FC,1,0,1:0,울산 문수,종료
2010,쏘나타 K리그 2010,37,6,2010.04.03,광주 상무 vs 대전 시티즌,광주 상무 ,대전 시티즌,1,1,1:1,광주 월드컵,종료
2010,쏘나타 K리그 2010,38,6,2010.04.03,경남FC vs 포항 스틸러스,경남FC ,포항 스틸러스,3,1,3:1,기록없음,종료
2010,쏘나타 K리그 2010,39,6,2010.04.04,부산 아이파크 vs 대구FC,부산 아이파크 ,대구FC,0,2,0:2,부산 아시아드,종료
2010,쏘나타 K리그 2010,40,6,2010.04.04,전북 현대 vs 인천 Utd,전북 현대 ,인천 Utd,3,2,3:2,전주 월드컵,종료
2010,쏘나타 K리그 2010,41,6,2010.04.04,FC서울 vs 수원 삼성,FC서울 ,수원 삼성,3,1,3:1,서울 월드컵,종료
2010,쏘나타 K리그 2010,42,6,2010.04.04,제주 Utd vs 성남FC,제주 Utd ,성남FC,1,1,1:1,기록없음,종료
2010,쏘나타 K리그 2010,43,7,2010.04.09,수원 삼성 vs 성남FC,수원 삼성 ,성남FC,1,2,1:2,수원 월드컵,종료
2010,쏘나타 K리그 2010,44,7,2010.04.09,포항 스틸러스 vs 전북 현대,포항 스틸러스 ,전북 현대,3,3,3:3,포항 스틸야드,종료
2010,쏘나타 K리그 2010,45,7,2010.04.10,울산 현대 vs 제주 Utd,울산 현대 ,제주 Utd,1,0,1:0,울산 문수,종료
2010,쏘나타 K리그 2010,46,7,2010.04.10,전남 드래곤즈 vs 광주 상무,전남 드래곤즈 ,광주 상무,2,3,2:3,광양 전용,종료
